timestamp,task,done
2026/01/07 23:56:04,https://huggingface.co/papers/2601.03252,false
2026/01/08 23:23:21,https://huggingface.co/papers/2601.04090,false
2026/01/09 23:55:23,https://huggingface.co/papers/2601.05249,false
2026/01/09 23:56:09,https://huggingface.co/papers/2512.23628,false
2026/01/09 23:56:28,https://huggingface.co/papers/2601.02016,false
2026/01/09 23:56:36,https://huggingface.co/papers/2601.04754,false
2026/01/12 23:27:43,https://huggingface.co/papers/2601.03319,false
2026/01/12 23:27:44,https://huggingface.co/papers/2601.03319,false
2026/01/12 23:28:03,https://huggingface.co/papers/2601.04786,false
2026/01/12 23:28:21,https://huggingface.co/papers/2601.05848,false
2026/01/12 23:28:31,https://huggingface.co/papers/2601.05573,false
2026/01/12 23:28:48,https://huggingface.co/papers/2601.02760,false
2026/01/14 23:39:45,https://huggingface.co/papers/2601.08584,false
2026/01/16 0:04:55,https://huggingface.co/papers/2601.09575,false
2026/01/16 0:05:22,https://huggingface.co/papers/2601.09697,false
2026/01/16 23:44:23,https://huggingface.co/papers/2601.10714,false
2026/01/19 23:59:50,https://huggingface.co/papers/2601.11514,false
2026/01/21 23:37:56,https://huggingface.co/papers/2601.14046,false
2026/01/22 23:31:19,https://huggingface.co/papers/2601.14245,false
2026/01/23 23:59:11,https://huggingface.co/papers/2601.16125,false
2026/01/23 23:59:32,https://huggingface.co/papers/2601.15369,false
2026/01/31 0:06:11,https://huggingface.co/papers/2601.22054,false
2026/01/31 0:06:39,https://huggingface.co/papers/2601.20465,false
2026/01/31 0:06:59,https://huggingface.co/papers/2601.21416,false
2026/02/02 23:58:11,https://huggingface.co/papers/2601.22904,false
2026/02/05 23:37:36,https://huggingface.co/papers/2602.03907,false
2026/02/07 0:33:37,https://huggingface.co/papers/2602.05293,false
2026/02/09 23:35:53,https://huggingface.co/papers/2601.18415,false
2026/02/11 23:40:48,https://huggingface.co/papers/2602.09856,false
2026/02/14 0:29:57,https://huggingface.co/papers/2602.11731,false
2026/02/16 23:23:52,https://huggingface.co/papers/2602.11769,false
2026/02/19 0:24:08,https://huggingface.co/papers/2602.15278,false
2026/02/19 23:52:56,https://huggingface.co/papers/2602.16682,false
2026/02/27 23:12:21,https://huggingface.co/papers/2602.23152,false
2026/02/28 22:43:48,https://huggingface.co/papers/2602.18735,false
2026/03/04 0:03:33,https://huggingface.co/papers/2603.02049,false
2026/03/04 0:04:58,https://huggingface.co/papers/2602.23359,false
2026/03/05 0:29:23,https://huggingface.co/papers/2603.03283,false
2026/03/05 0:31:29,https://huggingface.co/papers/2603.02573,false
2026/03/05 23:11:30,https://huggingface.co/papers/2603.04254,false
2026/03/07 6:46:51,https://huggingface.co/papers/2603.05504,false
2026/03/07 6:48:05,https://huggingface.co/papers/2603.04892,false
2026/03/07 6:48:43,https://huggingface.co/papers/2603.00695,false
2026/03/10 23:05:18,https://huggingface.co/papers/2603.06569,false
2026/03/12 0:32:36,https://huggingface.co/papers/2603.09951,false
2026/03/13 21:57:03,https://huggingface.co/papers/2603.12255,false
2026/03/14 1:09:34,https://huggingface.co/papers/2603.11531,false
2026/03/14 1:11:32,https://huggingface.co/papers/2602.24181,false
2026/03/18 7:18:48,https://huggingface.co/papers/2603.15555,false
2026/03/19 7:18:11,https://huggingface.co/papers/2603.13398,false
2026/03/19 7:51:16,https://huggingface.co/papers/2603.16099,false
2026/03/19 7:51:34,https://huggingface.co/papers/2603.16309,false
2026/03/20 7:31:19,https://huggingface.co/papers/2603.17621,false
2026/03/20 7:33:47,https://huggingface.co/papers/2603.17995,false
2026/03/21 0:54:56,https://huggingface.co/papers/2603.18002,false
2026/03/24 7:23:17,https://huggingface.co/papers/2603.19708,false
2026/03/24 7:26:57,https://huggingface.co/papers/2603.19753,false
2026/03/24 7:29:47,https://huggingface.co/papers/2603.17735,false
2026/03/25 0:00:27,https://huggingface.co/papers/2603.21944,false
2026/03/25 0:00:41,https://huggingface.co/papers/2603.22275,false
2026/03/25 0:01:06,https://huggingface.co/papers/2603.16932,false
2026/03/25 23:26:50,https://huggingface.co/papers/2603.23462,false
2026/03/25 23:27:19,https://huggingface.co/papers/2603.23488,false
2026/03/27 7:19:00,https://huggingface.co/papers/2603.21618,false
2026/03/27 23:28:36,https://huggingface.co/papers/2603.25745,false
2026/03/31 20:22:21,https://huggingface.co/papers/2603.22782,false
2026/03/31 23:55:39,https://huggingface.co/papers/2603.27646,false
2026/04/01 23:48:44,https://huggingface.co/papers/2603.29557,false
2026/04/02 23:38:03,https://huggingface.co/papers/2604.00913,false
2026/04/04 0:18:56,https://huggingface.co/papers/2604.02327,false
2026/04/04 0:19:39,https://huggingface.co/papers/2604.02296,false
2026/04/04 0:20:46,https://huggingface.co/papers/2604.02289,false
2026/04/08 22:08:20,https://huggingface.co/papers/2604.04562,false
2026/04/08 23:52:01,https://huggingface.co/papers/2604.06170,false
2026/04/10 0:08:17,https://huggingface.co/papers/2604.06425,false
2026/04/10 0:10:00,https://huggingface.co/papers/2603.26657,false
2026/04/11 1:18:35,https://huggingface.co/papers/2604.07966,false
2026/04/11 1:18:58,https://huggingface.co/papers/2601.20524,false
2026/04/11 1:19:14,https://huggingface.co/papers/2604.08172,false
2026/04/14 7:02:38,https://huggingface.co/papers/2604.08626,false
2026/04/14 7:03:26,https://huggingface.co/papers/2604.07413,false
2026/04/14 7:03:40,https://huggingface.co/papers/2604.06870,false
2026/04/14 7:06:44,https://huggingface.co/papers/2604.09531,false
2026/04/14 7:09:32,https://huggingface.co/papers/2604.01848,false
2026/04/15 6:56:30,https://huggingface.co/papers/2604.10425,false
2026/04/15 6:57:27,https://huggingface.co/papers/2604.10039,false
2026/04/16 6:57:19,https://huggingface.co/papers/2604.11579,false
2026/04/16 7:00:13,https://huggingface.co/papers/2604.12119,false
2026/04/16 7:03:54,https://huggingface.co/papers/2604.09594,false
2026/04/17 7:04:28,https://huggingface.co/papers/2604.07882,false
2026/04/22 7:06:12,https://huggingface.co/papers/2604.17698,false
2026/04/23 0:49:53,https://huggingface.co/papers/2604.17472,false
2026/04/23 0:50:35,https://huggingface.co/papers/2604.19406,false
2026/04/24 7:37:04,https://huggingface.co/papers/2604.20570,false
2026/04/29 8:35:05,https://huggingface.co/papers/2604.22875,false
2026/04/29 8:35:39,https://huggingface.co/papers/2604.17565,false
2026/04/29 8:37:18,https://huggingface.co/papers/2604.16391,false
2026/04/29 8:38:12,https://huggingface.co/papers/2604.24479,false
2026/05/07 7:35:16,https://huggingface.co/papers/2605.03571,false
2026/05/07 7:36:34,https://huggingface.co/papers/2411.18966,false
2026/05/08 7:31:32,https://huggingface.co/papers/2604.28196,false
2026/05/09 0:17:55,https://huggingface.co/papers/2605.05242,false
2026/05/12 7:11:40,https://huggingface.co/papers/2605.07896,false
2026/05/13 7:25:07,https://huggingface.co/papers/2605.10922,false
2026/05/13 7:29:06,https://huggingface.co/papers/2605.10813,false
2026/05/14 7:26:03,https://huggingface.co/papers/2605.12497,false
2026/05/15 7:29:36,https://huggingface.co/papers/2605.13831,false
2026/05/15 7:41:00,https://huggingface.co/papers/2605.12975,false
2026/05/15 16:08:07,https://huggingface.co/papers/2605.11680,false
2026/05/15 16:09:01,https://huggingface.co/papers/2605.12556,false
2026/05/15 16:10:03,https://huggingface.co/papers/2605.09591,false
2026/05/16 9:25:43,https://huggingface.co/papers/2605.13852,false
2026/05/16 9:26:35,https://huggingface.co/papers/2605.15167,false
2026/05/19 7:14:08,https://huggingface.co/papers/2605.15298,false
2026/05/19 7:15:30,https://huggingface.co/papers/2605.16257,false
2026/05/20 7:17:35,https://huggingface.co/papers/2605.17672,false
2026/05/20 7:28:36,https://huggingface.co/papers/2605.17278,false
2026/05/20 7:32:11,https://huggingface.co/papers/2605.17199,false
2026/05/21 7:05:14,https://huggingface.co/papers/2605.20025,false
2026/05/21 7:12:02,https://huggingface.co/papers/2605.17734,false
2026/05/21 7:13:20,https://huggingface.co/papers/2605.17734,false
2026/05/22 7:06:39,https://huggingface.co/papers/2605.20668,false
2026/05/22 7:08:25,https://huggingface.co/papers/2605.21343,false
2026/05/23 1:39:23,https://huggingface.co/papers/2605.21572,false
2026/05/23 1:40:15,https://huggingface.co/papers/2605.22144,false
2026/05/23 1:41:03,https://huggingface.co/papers/2605.22538,false
2026/05/27 7:13:39,https://huggingface.co/papers/2605.26115,false
2026/05/27 7:19:39,https://huggingface.co/papers/2605.23204,false
2026/05/27 7:26:00,https://huggingface.co/papers/2605.25449,false
2026/05/27 7:29:26,https://huggingface.co/papers/2605.26102,false
2026/05/27 7:30:25,https://huggingface.co/papers/2605.25294,false
2026/05/27 7:35:48,https://huggingface.co/papers/2605.23889,false
2026/05/28 6:29:00,https://huggingface.co/papers/2605.26230,false
2026/05/29 7:15:52,https://huggingface.co/papers/2605.26340,false
2026/05/29 7:21:45,https://huggingface.co/papers/2605.28763,false
2026/05/30 7:24:13,https://huggingface.co/papers/2605.30248,false
2026/06/03 6:52:44,https://huggingface.co/papers/2605.30611,false
2026/06/03 6:57:02,https://huggingface.co/papers/2605.29588,false
2026/06/03 7:01:50,https://huggingface.co/papers/2605.30723,false
2026/06/03 7:06:40,https://huggingface.co/papers/2606.01414,false
2026/06/04 7:05:13,https://huggingface.co/papers/2606.02775,false
2026/06/04 7:09:46,https://huggingface.co/papers/2606.00386,false
2026/06/04 7:11:32,https://huggingface.co/papers/2605.30581,false
2026/06/04 7:13:50,https://huggingface.co/papers/2606.03748,false
2026/06/04 7:16:15,https://huggingface.co/papers/2605.27958,false
2026/06/05 7:04:24,https://huggingface.co/papers/2606.01993,false
2026/06/05 7:13:07,https://huggingface.co/papers/2606.04688,false
2026/06/05 7:18:35,https://huggingface.co/papers/2606.00558,false
2026/06/06 9:14:25,https://huggingface.co/papers/2606.03312,false
2026/06/06 9:15:45,https://huggingface.co/papers/2605.30794,false
2026/06/09 7:00:48,https://huggingface.co/papers/2606.06556,false
2026/06/09 7:03:50,https://huggingface.co/papers/2606.07514,false
2026/06/10 7:00:24,https://huggingface.co/papers/2606.09079,false
2026/06/12 7:00:03,https://huggingface.co/papers/2606.12403,false
2026/06/12 7:04:46,https://huggingface.co/papers/2606.11324,false
2026/06/13 10:06:56,https://huggingface.co/papers/2606.06113,false
2026/06/16 6:57:39,https://huggingface.co/papers/2606.06036,false
2026/06/16 7:01:30,https://huggingface.co/papers/2606.12683,false
2026/06/17 7:09:59,https://huggingface.co/papers/2606.17046,false
2026/06/17 7:18:44,https://huggingface.co/papers/2606.15007,false
2026/06/17 7:21:15,https://huggingface.co/papers/2606.15708,false
2026/06/17 7:25:41,https://huggingface.co/papers/2606.17054,false
2026/06/19 7:16:01,https://huggingface.co/papers/2606.18375,false
2026/06/19 7:18:10,https://huggingface.co/papers/2606.14024,false
2026/06/19 7:20:40,https://huggingface.co/papers/2606.14383,false
2026/06/20 8:36:28,https://huggingface.co/papers/2606.20563,false
2026/06/20 8:38:12,https://huggingface.co/papers/2606.15760,false
2026/06/23 7:13:13,https://huggingface.co/papers/2606.17480,false
2026/06/24 7:04:20,https://huggingface.co/papers/2606.20097,false
2026/06/24 7:05:14,https://huggingface.co/papers/2606.23050,false
2026/06/24 7:18:23,https://huggingface.co/papers/2606.21638,false
2026/06/25 7:20:12,https://huggingface.co/papers/2606.24876,false
2026/06/26 7:25:35,https://huggingface.co/papers/2606.25763,false
2026/06/26 7:28:36,https://huggingface.co/papers/2606.26087,false
2026/06/26 7:29:19,https://huggingface.co/papers/2606.25996,false
2026/06/27 8:28:13,https://huggingface.co/papers/2606.27364,false
2026/06/30 7:23:11,https://huggingface.co/papers/2606.28277,false
2026/07/01 7:10:58,https://huggingface.co/papers/2502.16886,false
2026/07/01 7:14:19,https://huggingface.co/papers/2606.26016,false
2026/07/01 7:19:32,https://huggingface.co/papers/2606.29814,false
2026/07/01 7:25:34,https://huggingface.co/papers/2606.29655,false
2026/07/01 7:27:49,https://huggingface.co/papers/2606.29600,false
2026/07/02 7:13:24,https://huggingface.co/papers/2606.31734,false
2026/07/02 7:23:25,https://huggingface.co/papers/2606.30319,false
2026/07/03 7:06:42,https://huggingface.co/papers/2607.00666,false
2026/07/03 7:13:13,https://huggingface.co/papers/2607.01191,false
2026/07/03 7:16:12,https://huggingface.co/papers/2607.00272,false
2026/07/03 7:23:43,https://huggingface.co/papers/2606.32029,false
2026/07/03 7:32:27,https://huggingface.co/papers/2607.00115,false
2026/07/08 6:55:38,https://huggingface.co/papers/2607.05373,false
2026/07/08 6:56:05,https://huggingface.co/papers/2607.04438,false
2026/07/08 7:04:08,https://huggingface.co/papers/2607.04439,false
2026/07/08 7:13:27,https://huggingface.co/papers/2607.05390,false
2026/07/08 7:18:00,https://huggingface.co/papers/2607.03068,false
2026/07/09 7:04:16,https://huggingface.co/papers/2607.06560,false
2026/07/09 7:09:06,https://huggingface.co/papers/2607.02515,false
2026/07/10 6:43:10,https://huggingface.co/papers/2607.00302,false
2026/07/11 8:15:52,https://huggingface.co/papers/2607.08765,TRUE
